,question,answer,img_id,type
2687,màu con mèo là gì,màu nâu,602687,2
2688,màu sắc của con bò là gì,màu xanh dương,602688,2
2689,màu xe tải là gì,màu xanh dương,602689,2
2690,xe ô tô có màu gì,màu xám,602690,2
2691,màu quả bóng là gì,màu xanh lá,602691,2
2692,con ngựa có màu gì,màu tím,602692,2
2693,màu đĩa là gì,màu đen,602693,2
2694,xe ô tô có màu gì,màu cam,602694,2
2695,xe buýt có màu gì,màu xanh lá,602695,2
2696,màu sắc của tàu hỏa là gì,màu trắng,602696,2
2697,màu của con mèo là gì,màu nâu,602697,2
2698,màu sắc của cốc là gì,màu đen,602698,2
2699,màu của con bò là gì,màu xanh lá,602699,2
2700,cốc có màu gì,màu hồng,602700,2
2701,màu của tàu hỏa là gì,màu hồng,602701,2
2702,con chim có màu gì,màu đen,602702,2
2703,màu sắc của con ngựa là gì,màu đỏ,602703,2
2704,màu quả bóng là gì,màu xanh dương,602704,2
2705,màu của quả bóng là gì,màu hồng,602705,2
2706,con thỏ có màu gì,màu cam,602706,2
2707,màu sắc của xe máy là gì,màu cam,602707,2
2708,màu của đĩa là gì,màu đỏ,602708,2
2709,con chim có màu gì,màu trắng,602709,2
2710,xe ô tô có màu gì,màu xám,602710,2
2711,màu sắc của con chó là gì,màu trắng,602711,2
2712,màu sắc của cái bàn là gì,màu xanh lá,602712,2
2713,màu cốc là gì,màu xanh lá,602713,2
2714,màu của con chim là gì,màu trắng,602714,2
2715,shirt có màu gì,màu tím,602715,2
2716,xe máy có màu gì,màu xám,602716,2
2717,màu sắc của shirt là gì,màu vàng,602717,2
2718,xe ô tô có màu gì,màu tím,602718,2
2719,màu của door là gì,màu đen,602719,2
2720,shirt có màu gì,màu trắng,602720,2
2721,màu wall là gì,màu đỏ,602721,2
2722,xe máy có màu gì,màu xanh dương,602722,2
2723,màu của con thỏ là gì,màu xanh lá,602723,2
2724,túi có màu gì,màu đỏ,602724,2
2725,màu sắc của dress là gì,màu xanh lá,602725,2
2726,người phụ nữ đang ở đâu,văn phòng,602726,3
2727,người đàn ông đang ở vị trí nào,sân vườn,602727,3
2728,vị trí của đứa trẻ ở đâu,thư viện,602728,3
2729,người phụ nữ ở đâu,phòng ngủ,602729,3
2730,vị trí của người ở đâu,phòng bếp,602730,3
2731,đầu bếp ở đâu,phòng ngủ,602731,3
2732,người đang ở đâu,sân vườn,602732,3
2733,người đang ở vị trí nào,phòng ngủ,602733,3
2734,người đang ở đâu,công viên,602734,3
2735,người đang ở vị trí nào,đường phố,602735,3
2736,người phụ nữ ở đâu,nhà hàng,602736,3
2737,vị trí của người ở đâu,phòng bếp,602737,3
2738,vị trí của người ở đâu,phòng ngủ,602738,3
2739,vị trí của đầu bếp ở đâu,thư viện,602739,3
2740,vị trí của người ở đâu,bãi biển,602740,3
2741,người ở đâu,sân vườn,602741,3
2742,người đàn ông đang ở vị trí nào,thư viện,602742,3
2743,vị trí của đứa trẻ ở đâu,phòng khách,602743,3
2744,người đang ở vị trí nào,sân vườn,602744,3
2745,vị trí của người ở đâu,phòng bếp,602745,3
2746,người đang ở vị trí nào,nhà hàng,602746,3
2747,người ở đâu,nhà hàng,602747,3
2748,người đang ở đâu,văn phòng,602748,3
2749,người đang ở vị trí nào,phòng bếp,602749,3
2750,người đang ở vị trí nào,phòng khách,602750,3
2751,người đang ở vị trí nào,đường phố,602751,3
2752,người đang ở vị trí nào,phòng ngủ,602752,3
2753,vị trí của người ở đâu,cửa hàng,602753,3
2754,vị trí của người ở đâu,nhà hàng,602754,3
2755,người đang ở đâu,phòng khách,602755,3
2756,vị trí của người ở đâu,nhà hàng,602756,3
2757,người đàn ông đang ở vị trí nào,phòng khách,602757,3
2758,người đang ở đâu,bãi biển,602758,3
2759,người đang ở đâu,bãi biển,602759,3
2760,giáo viên đang ở đâu,cửa hàng,602760,3
2761,vị trí của đứa trẻ ở đâu,nhà hàng,602761,3
2762,người ở đâu,cửa hàng,602762,3
2763,vị trí của người ở đâu,cửa hàng,602763,3
2764,người ở đâu,đường phố,602764,3
2765,người đang ở vị trí nào,cửa hàng,602765,3
2766,người ở đâu,phòng ngủ,602766,3
2767,đầu bếp đang ở đâu,cửa hàng,602767,3
2768,người đang ở vị trí nào,cửa hàng,602768,3
2769,vị trí của người ở đâu,thư viện,602769,3
2770,vị trí của người ở đâu,đường phố,602770,3
2771,người đang ở đâu,phòng ngủ,602771,3
2772,người đang ở đâu,cửa hàng,602772,3
2773,người đang ở đâu,nhà hàng,602773,3
2774,người đang ở vị trí nào,cửa hàng,602774,3
2775,người ở đâu,phòng bếp,602775,3
2776,giáo viên đang ở đâu,phòng ngủ,602776,3
2777,người đang ở vị trí nào,đường phố,602777,3
2778,người đang ở vị trí nào,bãi biển,602778,3
2779,người ở đâu,thư viện,602779,3
2780,người đang ở vị trí nào,cửa hàng,602780,3
2781,vị trí của người ở đâu,cửa hàng,602781,3
2782,người đang ở đâu,sân vườn,602782,3
2783,vị trí của người ở đâu,phòng ngủ,602783,3
2784,vị trí của người ở đâu,đường phố,602784,3
2785,giáo viên đang ở đâu,thư viện,602785,3
2786,người phụ nữ đang ở vị trí nào,bãi biển,602786,3
2787,người đang ở đâu,công viên,602787,3
2788,đứa trẻ đang ở đâu,phòng ngủ,602788,3
2789,vị trí của người ở đâu,nhà hàng,602789,3
2790,vị trí của người phụ nữ ở đâu,đường phố,602790,3
2791,người ở đâu,cửa hàng,602791,3
2792,vị trí của người ở đâu,đường phố,602792,3
2793,người ở đâu,phòng bếp,602793,3
2794,người ở đâu,thư viện,602794,3
2795,vị trí của giáo viên ở đâu,bãi biển,602795,3
2796,người ở đâu,bãi biển,602796,3
2797,vị trí của người ở đâu,công viên,602797,3
2798,vị trí của người ở đâu,phòng bếp,602798,3
2799,đứa trẻ đang ở đâu,phòng ngủ,602799,3
2800,người đang ở vị trí nào,bãi biển,602800,3
2801,người ở đâu,bãi biển,602801,3
2802,người đàn ông ở đâu,bãi biển,602802,3
2803,vị trí của người phụ nữ ở đâu,cửa hàng,602803,3
2804,người đang ở đâu,văn phòng,602804,3
2805,vị trí của người ở đâu,cửa hàng,602805,3
2806,người ở đâu,công viên,602806,3
2807,giáo viên đang ở đâu,đường phố,602807,3
2808,người đang ở đâu,phòng ngủ,602808,3
2809,người đang ở đâu,công viên,602809,3
2810,người đàn ông đang ở đâu,văn phòng,602810,3
2811,vị trí của người ở đâu,văn phòng,602811,3
2812,người đang ở đâu,nhà hàng,602812,3
2813,người đang ở vị trí nào,phòng ngủ,602813,3
2814,người đang ở vị trí nào,công viên,602814,3
2815,người đang ở vị trí nào,phòng ngủ,602815,3
2816,người ở đâu,đường phố,602816,3
2817,đầu bếp đang ở vị trí nào,đường phố,602817,3
2818,người đang ở đâu,phòng bếp,602818,3
2819,người đang ở vị trí nào,phòng khách,602819,3
2820,đứa trẻ đang ở vị trí nào,sân vườn,602820,3
2821,vị trí của người ở đâu,bãi biển,602821,3
2822,người đang ở vị trí nào,phòng khách,602822,3
2823,giáo viên đang ở đâu,bãi biển,602823,3
2824,vị trí của người đàn ông ở đâu,đường phố,602824,3
2825,đầu bếp ở đâu,bãi biển,602825,3
2826,người đang ở đâu,phòng khách,602826,3
2827,người ở đâu,cửa hàng,602827,3
2828,vị trí của đứa trẻ ở đâu,sân vườn,602828,3
2829,giáo viên đang ở đâu,công viên,602829,3
2830,người đang ở đâu,sân vườn,602830,3
2831,vị trí của đứa trẻ ở đâu,văn phòng,602831,3
2832,người đang ở vị trí nào,phòng khách,602832,3
2833,người ở đâu,cửa hàng,602833,3
2834,người đang ở đâu,bãi biển,602834,3
2835,người ở đâu,sân vườn,602835,3
2836,người ở đâu,đường phố,602836,3
2837,vị trí của người ở đâu,cửa hàng,602837,3
2838,người đang ở đâu,phòng bếp,602838,3
2839,vị trí của người phụ nữ ở đâu,công viên,602839,3
2840,người phụ nữ ở đâu,nhà hàng,602840,3
2841,người đang ở đâu,nhà hàng,602841,3
2842,người đang ở vị trí nào,sân vườn,602842,3
2843,người đang ở đâu,phòng ngủ,602843,3
2844,người ở đâu,bãi biển,602844,3
2845,người đang ở đâu,đường phố,602845,3
2846,người đang ở vị trí nào,nhà hàng,602846,3
2847,người đang ở vị trí nào,cửa hàng,602847,3
2848,người ở đâu,bãi biển,602848,3
2849,đứa trẻ ở đâu,sân vườn,602849,3
2850,vị trí của người ở đâu,thư viện,602850,3
2851,vị trí của người ở đâu,phòng ngủ,602851,3
2852,người ở đâu,cửa hàng,602852,3
2853,người đang ở vị trí nào,đường phố,602853,3
2854,người ở đâu,đường phố,602854,3
2855,giáo viên đang ở đâu,sân vườn,602855,3
2856,người đang ở đâu,đường phố,602856,3
2857,người đang ở đâu,bãi biển,602857,3
2858,giáo viên đang ở vị trí nào,phòng ngủ,602858,3
2859,người đàn ông đang ở đâu,sân vườn,602859,3
2860,người đang ở vị trí nào,công viên,602860,3
2861,vị trí của người ở đâu,cửa hàng,602861,3
2862,người đang ở vị trí nào,phòng bếp,602862,3
2863,người phụ nữ ở đâu,nhà hàng,602863,3
2864,người ở đâu,phòng bếp,602864,3
2865,người đàn ông đang ở đâu,phòng bếp,602865,3
2866,người đang ở vị trí nào,văn phòng,602866,3
2867,người đang ở đâu,thư viện,602867,3
2868,người ở đâu,phòng bếp,602868,3
2869,đầu bếp ở đâu,văn phòng,602869,3
2870,người đang ở đâu,thư viện,602870,3
2871,người đang ở đâu,nhà hàng,602871,3
2872,vị trí của đầu bếp ở đâu,sân vườn,602872,3
2873,người đang ở đâu,văn phòng,602873,3
2874,người đàn ông đang ở đâu,công viên,602874,3
2875,người đàn ông đang ở đâu,phòng bếp,602875,3
2876,người ở đâu,văn phòng,602876,3
2877,người đang ở vị trí nào,công viên,602877,3
2878,người đàn ông đang ở đâu,cửa hàng,602878,3
2879,vị trí của người ở đâu,công viên,602879,3
2880,đứa trẻ ở đâu,công viên,602880,3
2881,giáo viên ở đâu,công viên,602881,3
2882,người ở đâu,nhà hàng,602882,3
2883,người ở đâu,phòng bếp,602883,3
2884,đứa trẻ đang ở vị trí nào,đường phố,602884,3
2885,người đang ở vị trí nào,nhà hàng,602885,3
2886,người ở đâu,văn phòng,602886,3
2887,người ở đâu,phòng bếp,602887,3
2888,vị trí của người ở đâu,phòng ngủ,602888,3
2889,người ở đâu,văn phòng,602889,3
2890,người đang ở vị trí nào,đường phố,602890,3
2891,người đang ở vị trí nào,phòng bếp,602891,3
2892,người đang ở vị trí nào,bãi biển,602892,3
2893,người ở đâu,sân vườn,602893,3
2894,người đang ở vị trí nào,phòng khách,602894,3
2895,người phụ nữ đang ở đâu,công viên,602895,3
2896,vị trí của người ở đâu,phòng ngủ,602896,3
2897,người ở đâu,đường phố,602897,3
2898,người đang ở vị trí nào,bãi biển,602898,3
2899,đầu bếp đang ở đâu,thư viện,602899,3
2900,vị trí của người ở đâu,phòng ngủ,602900,3
2901,giáo viên ở đâu,sân vườn,602901,3
2902,người đang ở đâu,thư viện,602902,3
2903,vị trí của đầu bếp ở đâu,bãi biển,602903,3
2904,vị trí của người ở đâu,bãi biển,602904,3
2905,người đang ở đâu,sân vườn,602905,3
2906,đứa trẻ ở đâu,thư viện,602906,3
2907,người ở đâu,thư viện,602907,3
2908,vị trí của người ở đâu,phòng khách,602908,3
2909,giáo viên đang ở đâu,đường phố,602909,3
2910,người đang ở vị trí nào,đường phố,602910,3
2911,vị trí của người ở đâu,nhà hàng,602911,3
2912,vị trí của người ở đâu,phòng ngủ,602912,3
2913,người đang ở vị trí nào,nhà hàng,602913,3
2914,vị trí của người ở đâu,thư viện,602914,3
2915,vị trí của người ở đâu,nhà hàng,602915,3
2916,người đang ở vị trí nào,phòng bếp,602916,3
2917,người ở đâu,bãi biển,602917,3
2918,người ở đâu,bãi biển,602918,3
2919,giáo viên đang ở đâu,nhà hàng,602919,3
2920,người đàn ông đang ở vị trí nào,nhà hàng,602920,3
2921,đầu bếp đang ở vị trí nào,bãi biển,602921,3
2922,người ở đâu,đường phố,602922,3
2923,người ở đâu,cửa hàng,602923,3
2924,vị trí của người ở đâu,phòng khách,602924,3
2925,người đang ở đâu,phòng bếp,602925,3
2926,giáo viên ở đâu,nhà hàng,602926,3
2927,người ở đâu,sân vườn,602927,3
2928,vị trí của đầu bếp ở đâu,nhà hàng,602928,3
2929,người đàn ông đang ở đâu,sân vườn,602929,3
2930,người ở đâu,công viên,602930,3
2931,vị trí của người ở đâu,bãi biển,602931,3
2932,người ở đâu,phòng ngủ,602932,3
2933,vị trí của đứa trẻ ở đâu,bãi biển,602933,3
2934,người đang ở đâu,văn phòng,602934,3
2935,người ở đâu,sân vườn,602935,3
2936,người đang ở vị trí nào,phòng bếp,602936,3
2937,người ở đâu,sân vườn,602937,3
2938,người đang ở đâu,thư viện,602938,3
2939,người ở đâu,thư viện,602939,3
2940,người đang ở đâu,nhà hàng,602940,3
2941,người đang ở vị trí nào,phòng ngủ,602941,3
2942,vị trí của người ở đâu,phòng bếp,602942,3
2943,người đang ở đâu,cửa hàng,602943,3
2944,người đang ở đâu,nhà hàng,602944,3
2945,người ở đâu,phòng ngủ,602945,3
2946,giáo viên đang ở đâu,thư viện,602946,3
2947,đầu bếp đang ở vị trí nào,phòng bếp,602947,3
2948,người đang ở đâu,cửa hàng,602948,3
2949,người đang ở đâu,sân vườn,602949,3
2950,người ở đâu,bãi biển,602950,3
2951,vị trí của người ở đâu,thư viện,602951,3
2952,người đàn ông đang ở đâu,đường phố,602952,3
2953,vị trí của người ở đâu,cửa hàng,602953,3
2954,người đang ở đâu,công viên,602954,3
2955,người đang ở vị trí nào,thư viện,602955,3
2956,vị trí của người ở đâu,thư viện,602956,3
2957,người ở đâu,sân vườn,602957,3
2958,người đang ở đâu,phòng khách,602958,3
2959,người đang ở đâu,phòng bếp,602959,3
2960,người đang ở đâu,phòng ngủ,602960,3
2961,người phụ nữ đang ở vị trí nào,văn phòng,602961,3
2962,người đang ở vị trí nào,phòng ngủ,602962,3
2963,người ở đâu,phòng bếp,602963,3
2964,đứa trẻ ở đâu,phòng bếp,602964,3
2965,người đang ở vị trí nào,phòng ngủ,602965,3
2966,người đang ở đâu,sân vườn,602966,3
2967,người đàn ông đang ở đâu,phòng ngủ,602967,3
2968,người đang ở vị trí nào,thư viện,602968,3
2969,giáo viên ở đâu,phòng ngủ,602969,3
2970,người ở đâu,phòng bếp,602970,3
2971,người đang ở đâu,bãi biển,602971,3
2972,người đang ở đâu,đường phố,602972,3
2973,người đang ở vị trí nào,nhà hàng,602973,3
2974,đứa trẻ đang ở vị trí nào,cửa hàng,602974,3
2975,người ở đâu,phòng ngủ,602975,3
2976,giáo viên đang ở vị trí nào,thư viện,602976,3
2977,người đang ở vị trí nào,phòng bếp,602977,3
2978,người đang ở vị trí nào,công viên,602978,3
2979,người đang ở vị trí nào,cửa hàng,602979,3
2980,đầu bếp ở đâu,công viên,602980,3
2981,người đàn ông ở đâu,phòng ngủ,602981,3
2982,người đang ở đâu,phòng bếp,602982,3
2983,người đang ở vị trí nào,phòng khách,602983,3
2984,người ở đâu,nhà hàng,602984,3
2985,đầu bếp đang ở vị trí nào,phòng khách,602985,3
2986,vị trí của người ở đâu,phòng ngủ,602986,3
2987,người đang ở đâu,bãi biển,602987,3
2988,đầu bếp đang ở đâu,cửa hàng,602988,3
2989,người đang ở đâu,phòng bếp,602989,3
2990,người đang ở đâu,phòng bếp,602990,3
2991,vị trí của đầu bếp ở đâu,thư viện,602991,3
2992,người đang ở vị trí nào,cửa hàng,602992,3
2993,người ở đâu,sân vườn,602993,3
2994,người đang ở đâu,cửa hàng,602994,3
2995,người đàn ông đang ở đâu,cửa hàng,602995,3
2996,người ở đâu,phòng bếp,602996,3
2997,người đang ở vị trí nào,cửa hàng,602997,3
2998,vị trí của đứa trẻ ở đâu,văn phòng,602998,3
2999,đứa trẻ đang ở vị trí nào,văn phòng,602999,3
3000,người đang ở đâu,công viên,603000,3
3001,vị trí của người ở đâu,văn phòng,603001,3
3002,người đang ở đâu,đường phố,603002,3
3003,giáo viên ở đâu,phòng khách,603003,3
3004,người đàn ông đang ở đâu,bãi biển,603004,3
3005,người đang ở vị trí nào,công viên,603005,3
3006,người đang ở vị trí nào,văn phòng,603006,3
3007,người ở đâu,bãi biển,603007,3
3008,người đang ở đâu,thư viện,603008,3
3009,vị trí của đứa trẻ ở đâu,sân vườn,603009,3
3010,người ở đâu,bãi biển,603010,3
3011,người đang ở vị trí nào,nhà hàng,603011,3
3012,vị trí của người ở đâu,sân vườn,603012,3
3013,người ở đâu,cửa hàng,603013,3
3014,vị trí của người ở đâu,nhà hàng,603014,3
3015,người đang ở đâu,công viên,603015,3
3016,vị trí của người ở đâu,phòng bếp,603016,3
3017,vị trí của người ở đâu,phòng khách,603017,3
3018,người phụ nữ ở đâu,nhà hàng,603018,3
3019,vị trí của người ở đâu,văn phòng,603019,3
3020,đứa trẻ đang ở đâu,thư viện,603020,3
3021,người phụ nữ đang ở đâu,nhà hàng,603021,3
3022,vị trí của đứa trẻ ở đâu,thư viện,603022,3
3023,đứa trẻ đang ở đâu,thư viện,603023,3
3024,người ở đâu,phòng ngủ,603024,3
3025,vị trí của người ở đâu,phòng ngủ,603025,3
3026,người đang ở đâu,phòng bếp,603026,3
3027,người đang ở đâu,nhà hàng,603027,3
3028,người đang ở đâu,thư viện,603028,3
3029,người đang ở vị trí nào,thư viện,603029,3
3030,giáo viên đang ở vị trí nào,thư viện,603030,3
3031,người ở đâu,văn phòng,603031,3
3032,đứa trẻ ở đâu,đường phố,603032,3
3033,vị trí của người ở đâu,sân vườn,603033,3
3034,người đang ở đâu,thư viện,603034,3
3035,người đang ở đâu,sân vườn,603035,3
3036,người ở đâu,công viên,603036,3
3037,vị trí của đứa trẻ ở đâu,phòng bếp,603037,3
3038,người đang ở vị trí nào,bãi biển,603038,3
3039,người ở đâu,thư viện,603039,3
3040,người phụ nữ đang ở đâu,nhà hàng,603040,3
3041,vị trí của người đàn ông ở đâu,đường phố,603041,3
3042,người đang ở vị trí nào,phòng ngủ,603042,3
3043,vị trí của người phụ nữ ở đâu,cửa hàng,603043,3
3044,vị trí của người ở đâu,phòng ngủ,603044,3
3045,giáo viên đang ở đâu,công viên,603045,3
3046,người ở đâu,sân vườn,603046,3
3047,người ở đâu,phòng ngủ,603047,3
3048,vị trí của người ở đâu,nhà hàng,603048,3
3049,người đang ở vị trí nào,phòng khách,603049,3
3050,người đang ở đâu,phòng bếp,603050,3
3051,người đang ở đâu,công viên,603051,3
3052,vị trí của người ở đâu,thư viện,603052,3
3053,người đang ở vị trí nào,bãi biển,603053,3
3054,vị trí của người ở đâu,đường phố,603054,3
3055,người ở đâu,văn phòng,603055,3
3056,giáo viên ở đâu,bãi biển,603056,3
3057,vị trí của người ở đâu,công viên,603057,3
3058,người ở đâu,nhà hàng,603058,3
3059,người đang ở đâu,thư viện,603059,3
3060,người đang ở vị trí nào,bãi biển,603060,3
3061,người đang ở vị trí nào,phòng bếp,603061,3
3062,vị trí của người ở đâu,sân vườn,603062,3
3063,vị trí của người ở đâu,thư viện,603063,3
3064,vị trí của người ở đâu,đường phố,603064,3
3065,đứa trẻ đang ở vị trí nào,phòng bếp,603065,3
3066,người ở đâu,văn phòng,603066,3
3067,vị trí của người ở đâu,phòng bếp,603067,3
3068,người đang ở đâu,phòng ngủ,603068,3
3069,người đang ở đâu,thư viện,603069,3
3070,giáo viên đang ở vị trí nào,phòng bếp,603070,3
3071,vị trí của người ở đâu,công viên,603071,3
3072,người ở đâu,cửa hàng,603072,3
3073,người đang ở đâu,sân vườn,603073,3
3074,đứa trẻ đang ở vị trí nào,đường phố,603074,3
3075,người đang ở đâu,nhà hàng,603075,3
3076,người đang ở vị trí nào,cửa hàng,603076,3
3077,vị trí của người ở đâu,phòng ngủ,603077,3
3078,vị trí của người ở đâu,phòng khách,603078,3
3079,người đang ở vị trí nào,đường phố,603079,3
3080,người ở đâu,bãi biển,603080,3
3081,vị trí của người ở đâu,phòng ngủ,603081,3
3082,người đang ở đâu,bãi biển,603082,3
3083,người ở đâu,đường phố,603083,3
3084,người đang ở đâu,bãi biển,603084,3
3085,người đang ở vị trí nào,phòng bếp,603085,3
3086,vị trí của đứa trẻ ở đâu,thư viện,603086,3
3087,đứa trẻ ở đâu,cửa hàng,603087,3
3088,người ở đâu,sân vườn,603088,3
3089,người đang ở vị trí nào,công viên,603089,3
3090,người đàn ông đang ở vị trí nào,phòng khách,603090,3
3091,người đang ở đâu,cửa hàng,603091,3
3092,vị trí của người ở đâu,thư viện,603092,3
3093,vị trí của người đàn ông ở đâu,nhà hàng,603093,3
3094,người đang ở đâu,phòng ngủ,603094,3
3095,vị trí của người ở đâu,cửa hàng,603095,3
3096,người phụ nữ đang ở đâu,văn phòng,603096,3
3097,vị trí của người ở đâu,phòng bếp,603097,3
3098,người đang ở vị trí nào,đường phố,603098,3
3099,người ở đâu,phòng bếp,603099,3
3100,vị trí của người đàn ông ở đâu,đường phố,603100,3
3101,người đang ở vị trí nào,cửa hàng,603101,3
3102,người đang ở đâu,thư viện,603102,3
3103,vị trí của đầu bếp ở đâu,phòng bếp,603103,3
3104,vị trí của người ở đâu,nhà hàng,603104,3
3105,người đang ở đâu,văn phòng,603105,3
3106,người đàn ông đang ở đâu,sân vườn,603106,3
3107,người đang ở vị trí nào,thư viện,603107,3
3108,vị trí của người ở đâu,cửa hàng,603108,3
3109,vị trí của người đàn ông ở đâu,phòng ngủ,603109,3
3110,người đang ở vị trí nào,nhà hàng,603110,3
3111,người đang ở đâu,sân vườn,603111,3
3112,người đang ở đâu,sân vườn,603112,3
3113,người đàn ông đang ở vị trí nào,thư viện,603113,3
3114,người đang ở đâu,sân vườn,603114,3
3115,vị trí của người ở đâu,bãi biển,603115,3
3116,người đang ở đâu,nhà hàng,603116,3
3117,vị trí của người ở đâu,phòng bếp,603117,3
3118,người đang ở đâu,bãi biển,603118,3
3119,người ở đâu,phòng bếp,603119,3
3120,vị trí của người ở đâu,văn phòng,603120,3
3121,vị trí của người ở đâu,cửa hàng,603121,3
3122,vị trí của đầu bếp ở đâu,thư viện,603122,3
3123,người ở đâu,thư viện,603123,3
3124,vị trí của người ở đâu,phòng ngủ,603124,3
3125,vị trí của giáo viên ở đâu,văn phòng,603125,3
3126,vị trí của người ở đâu,bãi biển,603126,3
3127,người đang ở đâu,thư viện,603127,3
3128,vị trí của người ở đâu,công viên,603128,3
3129,người đang ở vị trí nào,nhà hàng,603129,3
3130,vị trí của đầu bếp ở đâu,phòng ngủ,603130,3
3131,người đàn ông đang ở đâu,nhà hàng,603131,3
3132,vị trí của người ở đâu,phòng bếp,603132,3
3133,giáo viên đang ở đâu,bãi biển,603133,3
3134,người ở đâu,công viên,603134,3
3135,vị trí của người ở đâu,văn phòng,603135,3
3136,người đang ở vị trí nào,văn phòng,603136,3
3137,vị trí của đầu bếp ở đâu,phòng khách,603137,3
3138,người đang ở vị trí nào,phòng ngủ,603138,3
3139,đầu bếp đang ở vị trí nào,phòng khách,603139,3
3140,người đang ở vị trí nào,bãi biển,603140,3
3141,người ở đâu,văn phòng,603141,3
3142,người ở đâu,phòng ngủ,603142,3
3143,người đang ở vị trí nào,văn phòng,603143,3
3144,người phụ nữ ở đâu,thư viện,603144,3
3145,đầu bếp đang ở vị trí nào,phòng khách,603145,3
3146,đầu bếp ở đâu,cửa hàng,603146,3
3147,người đang ở vị trí nào,nhà hàng,603147,3
3148,vị trí của người ở đâu,bãi biển,603148,3
3149,vị trí của giáo viên ở đâu,văn phòng,603149,3
3150,người ở đâu,cửa hàng,603150,3
3151,đứa trẻ đang ở đâu,phòng ngủ,603151,3
3152,người ở đâu,công viên,603152,3
3153,người đang ở đâu,nhà hàng,603153,3
3154,người đang ở vị trí nào,nhà hàng,603154,3
3155,người đang ở vị trí nào,công viên,603155,3
3156,người đang ở vị trí nào,công viên,603156,3
3157,người đang ở đâu,nhà hàng,603157,3
3158,vị trí của người ở đâu,đường phố,603158,3
3159,vị trí của người ở đâu,nhà hàng,603159,3
3160,vị trí của đứa trẻ ở đâu,công viên,603160,3
3161,vị trí của người ở đâu,bãi biển,603161,3
3162,giáo viên đang ở vị trí nào,công viên,603162,3
3163,người đang ở vị trí nào,phòng bếp,603163,3
3164,người đang ở vị trí nào,phòng bếp,603164,3
3165,người ở đâu,phòng bếp,603165,3
3166,người đang ở vị trí nào,phòng ngủ,603166,3
3167,người đang ở đâu,bãi biển,603167,3
3168,người ở đâu,đường phố,603168,3
3169,người đang ở đâu,phòng bếp,603169,3
3170,người ở đâu,văn phòng,603170,3
3171,người đang ở đâu,cửa hàng,603171,3
3172,vị trí của người phụ nữ ở đâu,phòng ngủ,603172,3
3173,người đang ở đâu,bãi biển,603173,3
3174,người đang ở đâu,công viên,603174,3
3175,người phụ nữ đang ở vị trí nào,bãi biển,603175,3
3176,vị trí của người ở đâu,đường phố,603176,3
3177,người đang ở vị trí nào,phòng ngủ,603177,3
3178,người đang ở vị trí nào,phòng khách,603178,3
3179,giáo viên ở đâu,bãi biển,603179,3
3180,vị trí của người ở đâu,công viên,603180,3
3181,vị trí của đầu bếp ở đâu,đường phố,603181,3
3182,người đang ở đâu,phòng khách,603182,3
3183,người ở đâu,cửa hàng,603183,3
3184,người đang ở vị trí nào,nhà hàng,603184,3
3185,người đàn ông đang ở đâu,phòng bếp,603185,3
3186,người ở đâu,phòng ngủ,603186,3
3187,người đàn ông ở đâu,văn phòng,603187,3
